46 0.00312801 0.0251985 0.0102378 0.0476705 0.0319906 0.0842645 0.10558 0.254172
47 0.015549 0.0605338 0.00827516 0.195032 0.0278097 0.0907507 0.137381 0.652708
48 0.00665743 0.0317276 0.00456316 0.0248975 0.00859235 0.0484867 0.0469069 0.102501
49 0.00209054 0.0217953 0.00465747 0.040133 0.00840171 0.0330295 0.0161661 0.0512182
50 0.0184546 0.101423 0.028624 0.148916 0.050399 0.287707 0.090871 0.120546
51 0.00332365 0.0543496 0.0165229 0.0702727 0.0370136 0.209248 0.0196504 0.525878
52 0.0376316 0.0920148 0.0873625 0.332005 0.0616784 0.458782 0.181765 0.327923
53 0.0195424 0.10041 0.0257886 0.215603 0.0726612 0.362495 0.217245 0.525709
54 0.011309 0.295212 0.0223221 0.234753 0.0560482 0.20952 0.133949 0.293274
55 0.000794814 0.00659309 0.00669932 0.0390074 0.0162939 0.0347891 0.0202035 0.046158
56 0.000849484 0.0030786 0.00121859 0.00362635 0.00415394 0.0101848 0.0043858 0.010912
57 0.016051 0.223505 0.0398624 0.599887 0.0802648 0.234378 0.123568 0.410944
58 0.00989947 0.0219973 0.0100833 0.0572066 0.00983082 0.0916858 0.0268955 0.0675516
59 0.00704565 0.278354 0.0439783 0.216181 0.117225 0.528372 0.0678391 0.443458
60 0.0119456 0.075805 0.00589282 0.234496 0.0245186 0.064486 0.0242358 0.148491
61 0.00563739 0.0920498 0.00808442 0.126119 0.0115978 0.17162 0.0320419 0.0959836
62 0.0239546 0.50194 0.0516513 1.03796 0.0898307 0.760383 0.0413247 0.568902
63 0.013347 0.142004 0.0270873 0.151792 0.0440297 0.341531 0.130931 0.942621
64 0.00224725 0.0515546 0.00870982 0.0420051 0.00825645 0.181022 0.0111467 0.242177
65 0.00504194 0.0493947 0.0429444 0.125015 0.0848576 0.211247 0.0782501 0.71829
66 0.0020032 0.0156161 0.00349881 0.0166869 0.00660545 0.0234363 0.015866 0.0477052
67 0.00311263 0.0672953 0.00503301 0.0662333 0.0119623 0.0700437 0.0180844 0.156059
68 0.00166637 0.0136574 0.00357221 0.0331387 0.00846917 0.0583369 0.0168779 0.0466794
69 0.00263246 0.0579694 0.00612273 0.0876006 0.0129133 0.089103 0.0311165 0.122622
70 0.0176851 0.269046 0.0316118 0.0798818 0.071257 0.138044 0.139909 0.643461
71 0.00641094 0.0335719 0.00778346 0.0583306 0.00929145 0.0580116 0.0464787 0.145097
72 0.00368468 0.0249434 0.00660935 0.018699 0.0197058 0.0962246 0.0617042 0.166415
73 0.00919251 0.0540995 0.0127404 0.0346156 0.0129685 0.141041 0.0433079 0.179925
74 0.00872608 0.0927189 0.0253086 0.170543 0.0314531 0.180592 0.0152974 0.0717939
75 0.0177369 0.306606 0.0314146 0.121572 0.0529142 0.290621 0.0903515 0.173319
76 0.0344319 0.260604 0.193709 0.482592 0.599748 0.883198 0.714297 2.80087
77 0.0134734 0.349123 0.0116747 0.650276 0.0367498 0.162797 0.0320693 0.424621
78 0.0378313 0.155244 0.0568056 0.193194 0.092224 0.396419 0.124078 1.0569
79 0.120933 1.88355 0.118878 3.56373 0.0874009 2.69385 0.51117 3.33412
80 0.0120545 0.470767 0.0192298 0.610053 0.0502745 1.32559 0.0191319 0.509317
81 0.0047318 0.0418185 0.00615323 0.0278604 0.0180756 0.0510322 0.051851 0.178117
82 0.00742694 0.025988 0.0102722 0.0350304 0.00873141 0.0543229 0.0195932 0.0840071
83 0.00486215 0.0517203 0.00781819 0.072469 0.0102492 0.15545 0.030994 0.182638
84 0.0857135 0.595076 0.106719 0.406829 0.317257 0.365439 0.44678 1.05615
85 0.0289977 0.847232 0.0304957 0.792744 0.0509305 0.442594 0.179678 1.46183
86 0.0292799 0.400731 0.0672311 0.753443 0.238754 0.976529 0.18712 0.845001
87 0.0150491 0.286755 0.0300115 0.299968 0.0152754 0.445209 0.0556604 0.54239
88 0.017361 0.0489961 0.0439662 0.0952003 0.0927301 0.142329 0.0230395 0.316622
89 0.0112747 0.238984 0.0239867 0.327715 0.0550162 0.321224 0.0753373 0.432085
90 0.0166942 0.181206 0.00592668 0.0775424 0.0165107 0.0470848 0.0281589 0.187836
91 0.00213913 0.0411447 0.00750197 0.0515239 0.013536 0.0805033 0.0293022 0.100011
92 0.0078279 0.0608848 0.0146001 0.249949 0.0298259 0.182288 0.0801948 0.303034
93 0.136681 0.627329 0.506976 0.91709 0.475947 1.54161 0.491064 2.50313
94 0.0111452 0.220195 0.0107587 0.429905 0.0323508 0.644348 0.0435083 0.56003
95 0.0070981 0.229355 0.00630032 0.251369 0.0159086 0.0579385 0.0327398 0.162046
96 0.00727292 0.0729574 0.0246496 0.164155 0.0292414 0.723098 0.249213 0.78085
97 0.00454476 0.0620065 0.0108112 0.0599444 0.0101127 0.0985996 0.0478645 0.109193
98 0.00389539 0.0271481 0.00953538 0.0369093 0.0296573 0.135115 0.0337608 0.149842
99 0.00495334 0.126942 0.0114259 0.354001 0.0213839 0.719349 0.0315586 1.19142
